First Term Gpa,Second Term Gpa,First Language,Funding,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,Math Score,English Grade,FirstYearPersistence
3.108696,2.611111,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
2.28,1.913043,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,24.0,Level-160,1
2.217391,1.263158,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,16.0,Level-160,1
0.0,2.820175578700078,Other,Intl Regular,N,N,International,Female,HighSchool,0 to 18,32.55794871794872,Level-161,0
2.434783,2.0,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,34.0,Level-161,1
3.428571,3.875,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,19.0,Level-160,1
4.0,3.75,English,Intl Regular,N,N,International,Male,HighSchool,31 to 35,32.55794871794872,Level-171,1
3.68,3.583333,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,34.0,Level-170,1
4.35,3.96,English,GPOG_FT,Y,N,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,0
0.818182,2.820175578700078,English,GPOG_FT,N,N,Domestic,Female,HighSchool,19 to 20,15.0,Level-160,0
4.108696,4.1,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,46.0,Level-171,1
2.4,2.590909,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.295455,2.761905,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
3.083333,2.019231,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.28,2.42,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.125,3.075,Other,GPOG_FT,N,N,Domestic,Male,PostSecondary,41 to 50,32.55794871794872,Level-161,1
3.934783,3.880952,Other,Intl Regular,N,N,International,Female,PostSecondary,21 to 25,45.0,Level-161,1
3.26,3.111111,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,26.0,Level-170,1
3.3,3.547619,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.6,2.5,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,43.0,Level-170,1
2.9375,2.711538,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.913043,3.452381,Other,Intl Regular,N,Y,International,Male,HighSchool,0 to 18,45.0,Level-161,1
2.68,2.5,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.76087,3.74,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.826087,3.522727,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,31 to 35,33.0,Level-141,1
2.413043,1.3,Other,Intl Regular,N,N,International,Female,HighSchool,0 to 18,25.0,Level-161,1
2.375,2.954545,Other,Intl Regular,Y,N,International,Female,HighSchool,31 to 35,32.55794871794872,Level-160,1
3.326087,2.62,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
4.041667,4.333333,Other,Intl Regular,N,Y,International,Male,HighSchool,21 to 25,49.0,Level-171,1
4.173913,4.282609,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,44.0,Level-161,1
3.785714,2.820175578700078,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,49.0,Level-171,0
1.96,1.764706,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,16.0,Level-161,1
3.608696,3.613636,English,GPOG_FT,N,N,Domestic,Female,HighSchool,19 to 20,21.0,Level-170,1
3.222222,3.423077,Other,Intl Regular,Y,Y,International,Female,HighSchool,21 to 25,32.55794871794872,Level-141,1
1.270833,2.820175578700078,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,44.0,Level-170,0
3.738095,2.454545,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,39.0,Level-171,1
3.210526,1.431818,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,20.0,Level-161,1
2.772727,3.214286,English,Intl Regular,N,N,International,Female,HighSchool,21 to 25,49.0,Level-161,1
3.595238,2.236842,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,19.0,Level-171,1
3.3,3.1,English,Intl Regular,N,N,International,Male,PostSecondary,31 to 35,32.55794871794872,Level-170,1
2.44,2.652174,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,30.0,Level-160,1
2.375,2.818182,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,26.0,Level-170,0
2.166667,2.590909,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
4.173913,3.891304,English,Intl Regular,N,N,International,Male,,19 to 20,48.0,Level-161,1
2.282609,0.0,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,21 to 25,32.0,Level-161,1
3.333333,3.442308,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
1.35,0.0,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,46.0,Level-161,1
2.913043,2.772727,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
0.363636,0.0,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,42.0,Level-160,1
1.92,0.25,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,23.0,Level-170,1
3.652174,3.82,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,1
1.636364,0.863636,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,42.0,Level-160,1
4.02,3.478261,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,37.0,Level-160,1
1.913043,1.233333,English,Apprentice_PS,N,Y,Domestic,Male,HighSchool,21 to 25,32.55794871794872,Level-170,0
3.386364,2.25,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-170,1
3.76087,4.027778,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,40.0,Level-170,1
4.5,4.409091,Other,GPOG_FT,N,Y,Domestic,Female,PostSecondary,31 to 35,50.0,Level-171,1
2.925,2.222222,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,19 to 20,26.0,Level-170,0
2.03125,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,31 to 35,32.55794871794872,Level-170,0
4.282609,3.722222,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,46.0,Level-170,1
4.369565,3.880952,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,41 to 50,43.0,Level-160,1
2.805556,2.519231,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
0.142857,0.0,English,GPOG_FT,N,N,Domestic,Male,,21 to 25,32.55794871794872,Level-170,0
2.071429,2.545455,English,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
4.0625,4.16,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,48.0,Level-161,1
3.233333,3.78125,Other,Intl Regular,N,N,International,Male,PostSecondary,21 to 25,49.0,Level-161,1
4.434783,4.380952,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,29.0,Level-170,1
2.94,3.25,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,21.0,Level-170,1
2.54,2.75,Other,Intl Regular,Y,Y,International,Male,PostSecondary,26 to 30,32.55794871794872,Level-171,1
1.730769,2.363636,Other,Intl Regular,N,Y,International,Female,HighSchool,19 to 20,47.0,Level-171,1
3.684211,2.85,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,27.0,Level-160,1
1.357143,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,23.0,Level-160,1
3.42,2.636364,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
4.108696,4.14,English,GPOG_FT,Y,Y,Domestic,Female,PostSecondary,36 to 40,32.55794871794872,Level-170,1
2.847826,0.825,English,GPOG_FT,N,N,Domestic,Male,,0 to 18,37.0,Level-170,1
1.86,2.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,28.0,Level-170,1
2.472222,1.26,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,19.0,Level-161,0
4.28,4.068182,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,21 to 25,20.0,Level-170,1
3.673913,3.714286,Other,Intl Regular,N,N,International,Female,PostSecondary,19 to 20,40.0,Level-141,1
4.304348,4.166667,English,Intl Regular,N,N,International,Female,HighSchool,21 to 25,48.0,Level-161,1
3.434783,3.134615,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.208333,2.565217,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.88,3.863636,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,34.0,Level-170,1
1.5625,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,18.0,Level-170,0
3.452381,2.142857,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
4.045455,4.434783,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,32.55794871794872,Level-170,1
1.15,1.815789,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,25.0,Level-161,1
3.85,4.022727,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
3.673913,3.461538,English,Intl Regular,N,Y,International,Male,HighSchool,19 to 20,48.0,Level-161,1
2.894737,2.740741,Other,Intl Regular,Y,Y,International,Male,PostSecondary,26 to 30,32.55794871794872,Level-160,1
3.888889,3.5,Other,GPOG_FT,Y,N,Domestic,Female,PostSecondary,31 to 35,32.55794871794872,Level-170,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,17.0,Level-170,0
1.125,1.0625,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,14.0,Level-160,0
2.131579,2.981481,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
0.705882,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,24.0,Level-161,0
1.761905,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-141,1
3.02381,2.772727,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,39.0,Level-141,1
3.368421,3.456522,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,32.55794871794872,Level-161,1
3.36,3.56,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,21 to 25,44.0,Level-161,1
2.625,2.8,Other,Intl Regular,N,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
0.0,2.820175578700078,Other,Intl Regular,N,N,International,Male,PostSecondary,19 to 20,16.0,Level-161,0
3.73913,3.315789,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,24.0,Level-170,1
3.825,3.666667,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,,19 to 20,20.0,Level-160,0
3.76,4.1,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,41 to 50,46.0,Level-161,1
1.261905,0.964286,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,17.0,Level-170,0
3.473684,2.909091,English,Second Career Program,N,N,Domestic,Male,PostSecondary,31 to 35,22.0,Level-170,1
2.9,2.825,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,36.0,Level-171,1
3.56,3.477273,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,19.0,Level-171,1
2.6,2.433333,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,39.0,Level-170,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,20.0,Level-170,0
3.0,3.952381,English,Intl Regular,N,N,International,Female,HighSchool,21 to 25,46.0,Level-141,1
3.0625,3.282609,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,48.0,Level-171,1
4.295455,4.078947,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,31 to 35,45.0,Level-171,1
3.4,3.096154,Other,Intl Regular,N,N,International,Male,,21 to 25,46.0,Level-161,1
2.46,2.56,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,44.0,Level-161,1
3.630435,3.26,English,Intl Regular,Y,Y,International,Male,HighSchool,26 to 30,49.0,Level-161,1
3.225,1.90625,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,32.0,Level-170,0
2.76087,2.229167,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,34.0,Level-170,1
3.5,3.42,Other,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-171,1
2.333333,2.634615,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.136364,3.977273,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,40.0,Level-160,1
4.047619,3.76,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,47.0,Level-170,1
2.65,3.05,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,21.0,Level-170,1
1.578947,2.1,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
3.261905,2.956522,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,30.0,Level-170,1
4.214286,4.071429,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,21 to 25,37.0,Level-170,1
3.86,4.340909,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,19 to 20,47.0,Level-171,0
3.1,3.022727,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
2.5625,2.068182,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,43.0,Level-161,1
4.105263,4.159091,English,Second Career Program,N,N,Domestic,Male,,51 to 60,32.0,Level-170,1
4.369565,4.5,Other,Apprentice_PS,N,Y,Domestic,Male,PostSecondary,26 to 30,46.0,Level-171,1
2.956522,2.704545,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
4.181818,3.714286,Other,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,35.0,Level-171,1
4.357143,4.5,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,31 to 35,50.0,Level-170,1
3.214286,3.068182,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,44.0,Level-171,1
0.727273,0.692308,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,1
3.8125,3.547619,Other,Intl Regular,N,Y,International,Male,PostSecondary,0 to 18,46.0,Level-171,1
2.642857,3.104167,English,Intl Transfer,N,N,International,Male,HighSchool,21 to 25,43.0,Level-141,1
3.73913,2.7,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
3.14,3.7,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,33.0,Level-170,1
3.826087,3.7,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-161,1
3.690476,2.625,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,44.0,Level-161,1
3.909091,3.318182,Other,Intl Regular,N,N,International,Male,PostSecondary,21 to 25,24.0,Level-161,1
3.309524,3.631579,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,20.0,Level-170,1
1.833333,2.820175578700078,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,44.0,Level-161,0
3.34,3.42,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,16.0,Level-140,1
3.1,3.5,English,GPOG_FT,N,N,Domestic,Female,HighSchool,19 to 20,32.55794871794872,Level-170,1
4.184211,3.975,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,30.0,Level-170,1
4.25,3.865385,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.75,2.875,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,19 to 20,40.0,Level-170,1
0.761905,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,25.0,Level-160,0
2.5,2.545455,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,25.0,Level-161,0
3.02381,2.545455,English,Intl Regular,N,N,International,Male,HighSchool,0 to 18,48.0,Level-141,1
3.3,3.5,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-160,1
0.545455,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,0
4.104167,4.0625,English,GPOG_FT,N,N,Domestic,Male,HighSchool,21 to 25,47.0,Level-141,1
4.1,2.815789,English,Intl Transfer,N,Y,International,Male,HighSchool,21 to 25,48.0,Level-171,1
4.295455,4.28,English,Intl Regular,N,Y,International,Male,HighSchool,31 to 35,44.0,Level-160,1
4.5,4.461538,English,GPOG_FT,Y,Y,Domestic,Female,PostSecondary,26 to 30,32.55794871794872,Level-170,1
3.625,3.12,English,Intl Regular,N,N,International,Female,HighSchool,0 to 18,44.0,Level-160,0
1.928571,1.617647,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,19.0,Level-170,1
1.428571,2.820175578700078,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,25.0,Level-141,0
0.0,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,11.0,Level-160,0
2.880952,2.166667,Other,Second Career Program,N,N,Domestic,Male,HighSchool,26 to 30,18.0,Level-170,1
3.62,4.0,English,Apprentice_PS,N,Y,Domestic,Male,PostSecondary,21 to 25,29.0,Level-170,0
3.76,4.083333,English,Apprentice_PS,N,Y,Domestic,Male,PostSecondary,26 to 30,32.55794871794872,Level-140,1
3.56,3.153846,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.3,3.108696,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,20.0,Level-160,1
2.107143,3.0,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.958333,3.160714,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.785714,3.652174,English,GPOG_FT,N,Y,Domestic,Female,HighSchool,0 to 18,29.0,Level-170,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,,21 to 25,19.0,Level-170,0
2.934783,2.730769,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.16,2.98,English,GPOG_FT,N,Y,Domestic,Male,,26 to 30,31.0,Level-160,1
4.04,3.925,Other,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,38.0,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,,19 to 20,43.0,Level-170,0
2.0,0.0,Other,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,29.0,Level-141,0
2.275,2.636364,Other,Intl Regular,Y,N,International,Male,HighSchool,26 to 30,32.55794871794872,Level-160,1
3.043478,2.413043,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,42.0,Level-160,1
2.978261,3.04,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.521739,2.782609,English,GPOG_FT,Y,N,Domestic,Male,PostSecondary,41 to 50,32.55794871794872,Level-171,1
4.431818,4.409091,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,45.0,Level-170,1
3.522727,3.022727,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,26 to 30,25.0,Level-170,1
0.0,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-160,0
3.347826,1.710526,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-170,1
3.145833,2.777778,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,27.0,Level-170,1
3.675,3.761905,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
0.652174,2.820175578700078,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,0
3.125,1.269231,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,43.0,Level-141,1
3.825,3.568182,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-161,1
1.642857,2.820175578700078,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,24.0,Level-160,0
3.847826,3.84,English,Intl Regular,N,Y,International,Male,HighSchool,31 to 35,34.0,Level-171,1
4.38,4.5,English,Apprentice_PS,N,Y,Domestic,Male,PostSecondary,21 to 25,45.0,Level-170,1
3.333333,3.652174,Other,Intl Regular,N,N,International,Male,PostSecondary,0 to 18,47.0,Level-170,1
3.270833,3.45,Other,GPOG_FT,N,N,Domestic,Male,PostSecondary,31 to 35,16.0,Level-171,1
2.82,2.02,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-141,1
2.795455,2.684211,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,48.0,Level-161,1
2.095238,2.045455,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,19 to 20,22.0,Level-140,1
3.73913,3.211538,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
3.6875,3.3,English,Intl Regular,N,N,International,Male,HighSchool,19 to 20,49.0,Level-161,1
2.861111,1.478261,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,19 to 20,30.0,Level-171,1
3.236842,1.233333,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,32.0,Level-170,1
4.0,4.0,English,GPOG_FT,N,Y,Domestic,Female,PostSecondary,19 to 20,36.0,Level-170,1
3.809524,3.652174,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,27.0,Level-170,1
2.608696,2.846154,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
4.159091,4.421053,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,23.0,Level-170,1
2.611111,2.470588,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-170,1
2.75,3.125,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.35,2.403846,Other,Intl Regular,Y,N,International,Female,PostSecondary,26 to 30,32.55794871794872,Level-161,1
1.857143,0.0,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,27.0,Level-160,1
2.791667,2.357143,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,48.0,Level-161,1
3.152174,3.0,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.5625,3.0625,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
3.0,2.961538,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,0
3.6875,4.047619,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,49.0,Level-171,1
3.458333,3.727273,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,26 to 30,40.0,Level-171,1
0.0,2.820175578700078,Other,Intl Regular,N,N,International,Male,HighSchool,0 to 18,44.0,Level-161,0
2.46875,0.933333,English,GPOG_FT,N,N,Domestic,Female,HighSchool,0 to 18,18.0,Level-130,1
4.125,3.903846,Other,Intl Regular,Y,Y,International,Male,HighSchool,21 to 25,32.55794871794872,Level-171,1
1.363636,0.695652,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,36.0,Level-170,0
2.852941,3.113636,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-171,1
3.03125,2.125,Other,Intl Regular,N,N,International,Male,HighSchool,21 to 25,39.0,Level-161,1
1.789474,1.5,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,14.0,Level-170,0
2.104167,3.090909,English,GPOG_FT,N,N,Domestic,Male,HighSchool,0 to 18,22.0,Level-160,1
3.761905,3.217391,English,GPOG_FT,N,Y,Domestic,Male,PostSecondary,21 to 25,30.0,Level-171,1
3.891304,4.142857,Other,Intl Regular,N,N,International,Female,PostSecondary,0 to 18,42.0,Level-161,1
4.0,2.809524,English,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,49.0,Level-171,1
3.975,3.894737,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,25.0,Level-170,1
3.333333,2.660714,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-141,1
3.625,2.892857,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-161,1
4.043478,3.9,Other,Intl Regular,Y,N,International,Female,HighSchool,21 to 25,32.55794871794872,Level-171,1
2.846073103521127,2.820175578700078,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,19.0,Level-140,0
1.875,2.0,English,Intl Transfer,N,N,International,Male,HighSchool,0 to 18,44.0,Level-141,1
3.605263,2.818182,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,32.55794871794872,Level-170,1
3.673913,3.869565,English,Intl Regular,N,N,International,Male,HighSchool,21 to 25,45.0,Level-160,1
2.75,2.382353,Other,Intl Regular,N,N,International,Male,HighSchool,19 to 20,48.0,Level-170,1
2.28,3.375,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,19 to 20,26.0,Level-170,1
4.347826,3.452381,English,GPOG_FT,Y,Y,Domestic,Male,PostSecondary,21 to 25,32.55794871794872,Level-170,1
3.020833,3.846154,Other,Intl Regular,Y,N,International,Male,PostSecondary,21 to 25,32.55794871794872,Level-171,1
2.125,0.0,English,GPOG_FT,N,Y,Domestic,Male,,19 to 20,36.0,Level-170,0
3.934783,3.68,Other,Intl Regular,Y,N,International,Female,PostSecondary,21 to 25,32.55794871794872,Level-161,1
4.369565,4.357143,Other,GPOG_FT,N,Y,Domestic,Male,PostSecondary,36 to 40,49.0,Level-141,1
4.05,3.204545,English,GPOG_FT,Y,Y,Domestic,Female,PostSecondary,21 to 25,32.55794871794872,Level-170,0
0.625,0.0,English,GPOG_FT,N,N,Domestic,Male,PostSecondary,21 to 25,26.0,Level-170,1
2.392857,3.222222,English,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,42.0,Level-160,0
3.794118,3.818182,Other,Intl Regular,Y,N,International,Female,PostSecondary,26 to 30,32.55794871794872,Level-171,1
3.083333,3.25,Other,Intl Regular,Y,N,International,Male,HighSchool,21 to 25,32.55794871794872,Level-161,1
2.5,1.833333,English,GPOG_FT,N,N,Domestic,Male,HighSchool,19 to 20,29.0,Level-160,1
3.347826,3.136364,English,GPOG_FT,N,N,Domestic,Female,PostSecondary,19 to 20,44.0,Level-160,1
3.673913,3.2,Other,GPOG_FT,N,Y,Domestic,Male,HighSchool,0 to 18,30.0,Level-160,1
